type,id,name,username,authors,upvotes,downvotes,favorites,published,size,plays,description
frhd,608323,Wintertide,Seasnails,"[""Seasnails""]",173,14,0,2019-01-01,937383,16.7k,"When everyone's away, you will play."
frhd,611918,Super Mario Bros. FRHD,Stig,"[""Stig""]",1.4k,410,0,2019-01-19,3465783,203.0k,"Welcome to the complete world of Super Mario HD. This took 3,5 years to make, and I hope you enjoy this as much as I enjoyed making it. A special thanks to Max007x, Alexander, Maple and Ness for their contributions."
frhd,613012,GorillaChips,StevenLeary,"[""StevenLeary""]",341,37,0,2019-01-24,879723,51.1k,"Rip it up, tear it up, throw it away, I don't care.  Just have fun with it."
frhd,618506,Lonely Dell,Netsik,"[""Netsik""]",120,12,0,2019-02-14,465852,12.4k,A desolate little town. Enjoy the ride.
frhd,621006,Mea Culpa (track for weem!),Zycerak,"[""Zycerak""]",99,5,0,2019-02-24,61873,13.3k,"i would like to dedicate this track to my friend weem! (wheeliemaker). i said some bad stuff about his track that i shouldn't have, and so i am sorry... i am sorry that i upset you, weem... :( i hope you accept my apology"
frhd,625918,Fuel Up,ShelbyLowry,"[""ShelbyLowry""]",99,14,0,2019-03-12,333124,13.4k,An open world themed track I made over a year ago.
frhd,629376,Sample 33,ShelbyLowry,"[""ShelbyLowry""]",134,17,0,2019-03-25,605639,28.5k,A rough ride to collect samples for research.
frhd,636837,Raspberry Jam,Figured,"[""Figured""]",235,21,0,2019-04-24,1473144,28.7k,"A long solo act Hidden easter egg btw, winner gets a spot on my friends list :) Have Fun! Happy Easter!"
frhd,641387,Gavin's Soup,Zycerak,"[""Zycerak""]",88,17,0,2019-05-11,133815,11.4k,Hottie
frhd,646153,The Ellie Badge ft. Doodlenut,Figured,"[""Figured""]",179,20,0,2019-05-31,882106,20.9k,"Enjoy this peaceful ride through Disney Pixar's ""Up"" I had a lot of fun making this with Doodlenut Who is leaving but will make a return in August, it was a great opportunity to make a track with such an amazing author, don't forget the bonus at the end it captures the whole meaning of the track!"
frhd,647827,Desperation,deadrising2,"[""deadrising2""]",163,49,0,2019-06-09,4663721,18.4k,Some things you need the extra push to get over. Part 1?
frhd,648375,Negative Space,mR..A,"[""mR..A""]",180,21,0,2019-06-12,276973,19.7k,"they have arrived, will you stay and defend your planet or evacuate like all the others"
frhd,650678,Obliterate,Coated_Badger,"[""Coated_Badger""]",56,11,0,2019-06-27,142015,6.0k,"been working on this for the last 3 weeks. i numbered the stars for your benefit though it is kind of straight forward. this is easily the biggest track I've made, or at least the track I've put the most effort into. so drop a like, what's the worst that could happen? there's a few finicky parts."
frhd,653562,Circle of life,Figured,"[""Figured""]",89,14,0,2019-07-27,159543,11.6k,- Elton John
frhd,654028,Kano Mining Company ft. max,zwinxz,"[""zwinxz""]",131,11,0,2019-08-01,219584,16.0k,"The foreman acquired the grounds, then full of raw material, about a decade back. After carefully squeezing out every bit of it, the site is nearly abandoned these days. made by Zwinxz and Max007x"
frhd,655315,Atlantean Ruins ft. Doodlenut,Holystone,"[""Holystone""]",115,18,0,2019-08-14,433578,15.4k,"i know what you guys are thinking, ""didn't u already upload this?"" Yes i did, but i asked max to delete it and he did because i wanted to improve the detail. GO SUB TO DOODLENUT!"
frhd,655818,Mesozoic,Doodlenut,"[""Doodlenut""]",181,7,0,2019-08-19,579992,25.0k,Ride through prehistoric wilderness and escape the dinosaurs with your life! Enjoy my last big track :)
frhd,655951,Lascaux,rationalities,"[""rationalities""]",122,15,0,2019-08-21,405150,22.3k,"Lascaux Cave is a Palaeolithic cave situated in southwestern France, near the village of Montignac in the Dordogne region. Enjoy a mildly difficult ride through these tight caverns, and find your way out through the dense forests! This will be my last track for a while. See you guys later!"
frhd,656981,Capture The Flag,Holystone,"[""Holystone""]",34,14,0,2019-08-30,59673,5.4k,don't get caught!
frhd,657481,Mammoth,mR..A,"[""mR..A""]",129,21,0,2019-09-04,84579,28.3k,future themepark
frhd,659234,Marshlands Retreat ft. Max007x,zwinxz,"[""zwinxz""]",251,20,0,2019-09-15,515060,40.0k,Remote settlement in a serene lake. What could possibly go wrong? Made by Zwinxz and Max007x
frhd,660509,Un Nouveau Soleil,rationalities,"[""rationalities""]",123,15,0,2019-09-22,269923,22.6k,"Not much to say here besides thank you to a lot of people. Thanks to zwinxz for giving me tips and pointers on detailing. Thanks to these people for inspiring me - Figured, mR..A, Max007x, Zgolex, zwinxz and many many more."
frhd,660609,Redbone,Holystone,"[""Holystone""]",50,7,0,2019-09-23,80100,7.5k,"but stay woke, n!ggas creepin', they gon' find you, gon' catch you sleepin'"
frhd,660985,The Tower Remix,Coated_Badger,"[""Coated_Badger""]",58,8,0,2019-09-25,51293,13.1k,So since the first 2 remakes of my old tracks went so well i decided to remake one of my biggest trials. it's not too hard so most people should be able to beat it. once i hit 200 subs I'll take a break to work on a 200 sub special for a couple months. or I'll do collabs. whichever i feel like.
frhd,662656,theoretical construction,pssst,"[""pssst""]",97,20,0,2019-10-04,184818,10.4k,"featuring coated_badger and foundations. usernames were too long to put in title, but a huge thanks to both of them because I think this track turned out spectacular. shoutout eli. big things still to come."
frhd,667230,Uninhabited ft. Eryp,rationalities,"[""rationalities""]",165,26,0,2019-10-29,605823,40.6k,"Something sinister has risen in this village on a neighboring island of Ellinia. It's quiet, but it would probably be best to leave now."
frhd,668992,Hello Explorer :),DunderMifflin,"[""DunderMifflin""]",113,6,0,2019-11-06,267939,12.9k,What's that?! Three tracks in one?? MADNESS! I do hope everyone enjoys this track!
frhd,670679,Chateau Metro - RC8PR,Zycerak,"[""Zycerak""]",124,11,0,2019-11-13,109536,13.5k,shoutout to pssst
frhd,671663,bappy,churro,"[""churro""]",54,4,0,2019-11-16,79504,7.8k,rc8pr
frhd,673203,Hungarian Horntail,Doodlenut,"[""Doodlenut""]",149,8,0,2019-11-22,341082,16.3k,"Explore a labyrinthine cave system and escape with the egg of a dragon Hagrid describes as “a right nasty piece of work.” Or choose to seek out the Hall of Mirrors, a spacious cavern contained in an underwater air pocket that doubles as a half-pipe. But most of all, don’t forget to have fun!"
frhd,674933,Temple of Time,Volund,"[""Volund""]",201,8,0,2019-11-30,295075,22.9k,What once was. RC8R1
frhd,674948,Maelstrom,Eryp,"[""Eryp""]",128,20,0,2019-11-30,259424,19.8k,Ascend the pantheon. RC8R1 entry.
frhd,674996,Pigs on the Wing,Netsik,"[""Netsik""]",108,10,0,2019-11-30,312572,14.4k,"Occasionally glancing up through the rain / and wondering which of the buggers to blame / and watching for pigs on the wing. entry for round one of the remix contest 8 hosted by pssst. Thanks to spruce for the original track, 'Garden Gypsies (Reprise)'"
frhd,675001,Mutation,WheelieMaker,"[""WheelieMaker""]",142,14,0,2019-11-30,505728,16.2k,RC8R1 entry.
frhd,675052,alex garden,alexander,"[""alexander""]",112,11,0,2019-12-01,346327,13.9k,pssst's remix contest 8 round 1
frhd,675056,Flooded,Coated_Badger,"[""Coated_Badger""]",65,5,0,2019-12-01,151311,7.2k,Remix Contest 8 Round 1. thanks to spruce for the original track and pssst for hosting.
frhd,675071,Outcropping Outpost [RC8R1],RedOrBlue,"[""RedOrBlue""]",73,5,0,2019-12-01,56092,8.9k,You stumble upon what used to be retreat bunkers of civilians during famine times. Inspired by a lot of trackmakers
frhd,675131,taure,zwinxz,"[""zwinxz""]",181,14,0,2019-12-01,416278,28.6k,rc8r1.
frhd,675192,Dept. of Despair,Zycerak,"[""Zycerak""]",106,14,0,2019-12-02,459668,13.8k,"RC8R1 - rocks n trees dedicated to max, crazy eli dedicated to eli, and the rest of the track dedicated to sinners"
frhd,675205,down under,churro,"[""churro""]",75,6,0,2019-12-02,339505,8.0k,di di di duh doo. di di di di di duh doo rc8r1
frhd,675208,Rise of an Empire,mR..A,"[""mR..A""]",106,11,0,2019-12-02,288244,17.7k,"when an empire falls, a new one will rise in its place. RC8R1 entry"
frhd,675209,Bodman Bay NTBF,Phase,"[""Phase""]",56,9,0,2019-12-02,1047628,6.9k,i lost 500kb worth of work :(
frhd,676042,Terra Incognita by Vapaa,BHRtracks,"[""BHRtracks""]",82,15,0,2019-12-05,220885,17.4k,Track #148
frhd,676059,An American Drama by Vapaa,BHRtracks,"[""BHRtracks""]",69,5,0,2019-12-05,151663,13.5k,"Track #2728: ""Theme Contest Round 1, Theme was ""Apocalyptic"" - September 11, 2013 - credits to greg haxzerz and my mum"""
frhd,676064,Bioscopia by Vapaa,BHRtracks,"[""BHRtracks""]",18,5,0,2019-12-05,126683,6.7k,Track #132
frhd,676066,Diamond in the rough by Vapaa,BHRtracks,"[""BHRtracks""]",11,0,0,2019-12-05,41733,6.0k,Track #135
frhd,676121,A Sovjet Dramar by Vapaa,BHRtracks,"[""BHRtracks""]",9,0,0,2019-12-05,157705,4.0k,Track #130
frhd,676198,Splinter by east,BHRtracks,"[""BHRtracks""]",103,11,0,2019-12-05,1493788,16.2k,Track #7192
frhd,676200,Supreme Delight unf by Vapaa,BHRtracks,"[""BHRtracks""]",31,2,0,2019-12-05,504752,7.6k,Track #146
frhd,676204,The B3Vapaa Factory,BHRtracks,"[""BHRtracks""]",11,0,0,2019-12-05,109230,3.8k,"Track #2574 by Vapaa and Joel: ""Third big factory, also something I forgot to upload on BHR"""
frhd,676206,Grid City 2 by Joel,BHRtracks,"[""BHRtracks""]",10,0,0,2019-12-05,178114,4.1k,"Track #1074: ""(see topic)"""
frhd,676208,The Termite Nest by fried,BHRtracks,"[""BHRtracks""]",35,7,0,2019-12-05,230601,10.7k,"Track #2683: ""The infamous impossible track."""
frhd,676221,Dried up Dock by nasrani,BHRtracks,"[""BHRtracks""]",46,6,0,2019-12-05,1056452,11.8k,"Track #4554: ""Kind of rushed the end, but I am getting sick of this track. Focused mainly on Foreground, and trees."""
frhd,676231,Archive XVIII by Dirt Monkie,BHRtracks,"[""BHRtracks""]",75,2,0,2019-12-05,1038527,12.7k,Track #12485
frhd,676258,Ruins of Arutad by Vapaa,BHRtracks,"[""BHRtracks""]",8,0,0,2019-12-05,109505,3.8k,rc1r3
frhd,676293,Unsplored by alexander,BHRtracks,"[""BHRtracks""]",5,0,0,2019-12-06,87949,3.7k,rc2r1
frhd,676297,Skyworld by alexander,BHRtracks,"[""BHRtracks""]",6,0,0,2019-12-06,173620,3.7k,rc2r2
frhd,676621,BHR GHOSTING COLLAB 2K15,BHRtracks,"[""BHRtracks""]",29,4,0,2019-12-07,229617,7.2k,"Track #8988 by Alex: ""It's finally here... so enjoy! Thanks pssst for hosting, and to all who contributed! ALSO, CHECK THE FORUMS FOR THE SPECIAL CONTEST!"""
frhd,676624,Porosity by 010David010,BHRtracks,"[""BHRtracks""]",6,0,0,2019-12-07,64018,3.9k,Track #5159
frhd,676630,rapunzel,pssst,"[""pssst""]",149,10,0,2019-12-07,760690,19.4k,"Join the Remix Contest 8 here:https://community.freeriderhd.com/threads/remix-contest-8-round-2-has-started.11133/ experimental-ish track, made it for fun. round 2 ends Dec 15th. shoutout Coated_Badger & Uyllds"
frhd,676785,Overgrown,Mr.Lemon,"[""Mr.Lemon""]",277,15,0,2019-12-08,745145,24.0k,Nature didn't seem to mind when a bunch of mind-numb apes blew themselves up in a global nuclear fallout.
frhd,677761,satan escape unfin,alexander,"[""alexander""]",58,7,0,2019-12-12,47960,9.1k,remix r2 of figured
frhd,678441,Poseidon's Kingdom,Holystone,"[""Holystone""]",51,4,0,2019-12-15,106334,6.4k,RC8R2
frhd,678499,Eldritch Truth,max007x,"[""max007x""]",185,14,0,2019-12-15,162177,25.1k,"If you stare into the abyss, the abyss will stare back"
frhd,678500,Radical Edward,mtt2,"[""mtt2""]",93,4,0,2019-12-15,209509,10.5k,"rc8r2, enjoy"
frhd,678555,Brokedown Palace,Netsik,"[""Netsik""]",69,9,0,2019-12-16,143473,8.3k,for round 2 of the remix contest. slightly unfinished in a few places
frhd,678574,Shambles (fixed),xwinx,"[""xwinx""]",101,12,0,2019-12-16,560186,11.5k,RC8R2 Aliens are harvesting cities. Have fun riding through the madness.
frhd,678578,late night thoughts,churro,"[""churro""]",67,8,0,2019-12-16,195562,7.0k,"listened to music n doodled some concepts from the past months, nothin special this round"
frhd,679497,The Finale..................,Figured,"[""Figured""]",116,13,0,2019-12-19,1418900,12.5k,"Take 2. I would love to thank Rationalities and Coated_badger for helping me on my last track. Go sub to them as well as Pie42, he helped me out with the code with the stars and all that. I might return in a year or two but no one needs to care about that. No autogen this time:), happy Ghosting 100%"
frhd,680227,Onyx,Eryp,"[""Eryp""]",158,11,0,2019-12-22,683476,17.9k,Explore an aquifer. Massive thanks to both Zycerak and Zwinx. Zycerak made the angel as well as provided feedback on the ride. Zwinx gave general feedback. Wouldn't have turned out as well without their efforts.
frhd,680828,decay,zwinxz,"[""zwinxz""]",138,11,0,2019-12-29,537488,17.6k,rc8r3.
frhd,681180,Sewer Labyrinth,BowlOfFire,"[""BowlOfFire""]",218,8,0,2020-01-02,235637,19.0k,I'm never quite sure what to write here.
frhd,681624,dwagonbweath,churro,"[""churro""]",176,12,0,2020-01-06,648326,18.8k,smonky rc8r3
frhd,681633,Gravitic Flux,Nitrogeneric,"[""Nitrogeneric""]",106,19,0,2020-01-06,153034,22.3k,het universum zingt voor mij!
frhd,682493,POH.01 (2009),Stig,"[""Stig""]",57,9,0,2020-01-11,152257,11.6k,Here is a track I made with Jon312 in 2009!
frhd,682672,Skeleton Sea,spruce,"[""spruce""]",141,19,0,2020-01-13,606295,26.1k,"Don't miss your boat, or you'll be trapped with the skeletons."
frhd,683297,Tempest,mR..A,"[""mR..A""]",82,9,0,2020-01-16,105095,11.8k,"decided to publish this as a standalone track, was part of a big collab but progress stopped and some people aren't active anymore so here it is. enjoy"
frhd,683320,beyond all bounds,zwinxz,"[""zwinxz""]",156,14,0,2020-01-16,533794,24.0k,zzzzzzzzzz
frhd,685521,Environ,Fluffysmack,"[""Fluffysmack""]",263,18,0,2020-01-28,833623,29.4k,To surround; enclose. This is the storm. I hope you were prepared.
frhd,689862,Tears,Eryp,"[""Eryp""]",163,19,0,2020-02-18,340666,27.4k,"Komm, süsser tod. FRHDWC4GSR1"
frhd,691002,Eli Quest: 420,BHRtracks,"[""BHRtracks""]",65,29,0,2020-02-22,428852,10.7k,"Track #8077 by monkeys and lolz666: ""special thanks to lolz666 for detailing my track :)"""
frhd,692832,For Whom the Bell Tolls,nasrani,"[""nasrani""]",76,17,0,2020-03-01,182146,11.1k,"""For Whom the Bell Tolls"" is a novel by Ernest Hemingway"
frhd,692833,Ghost Desert,nasrani,"[""nasrani""]",51,4,0,2020-03-01,111155,6.7k,abandoned power tools
frhd,692838,i'm watchin you,nasrani,"[""nasrani""]",158,17,0,2020-03-01,712038,14.5k,This is a free draw track I did.
frhd,695464,Urban Dirts,J_Rider,"[""J_Rider""]",137,15,0,2020-03-11,690020,14.4k,urban dirt jump park. probably my last track. look out for hidden symbols and stuff
frhd,706178,The Sanctuary,DunderMifflin,"[""DunderMifflin""]",173,13,0,2020-03-20,952626,15.1k,"Welcome to The Sanctuary! Unfortunately, due to the scale of the track, I had to remove also all of the shading I did (the two lights are a reference to what I had.) So yes, I will be very sad if that is a reason my track is not featured. I hope you enjoy!"
frhd,706471,Infiltration ft Rationalities,Figured,"[""Figured""]",112,17,0,2020-03-22,1059618,11.5k,"Huge thanks to Ration, the best detailer, and thanks to Eryp for the verbal collab. We had a blast making this track"
frhd,707043,Mariana,Coated_Badger,"[""Coated_Badger""]",141,18,0,2020-03-25,549571,16.4k,Take a dive into the world's deepest sea floor. FT Rationalities and FluffySmack
frhd,707889,Frigid Mountains - 010David010,BHRtracks,"[""BHRtracks""]",54,15,0,2020-03-29,166188,14.0k,Track #4033
frhd,707891,#151: Undercover by Vapaa,BHRtracks,"[""BHRtracks""]",16,4,0,2020-03-29,118861,5.0k,Track #151
frhd,708061,Monker Collab 2015,BHRtracks,"[""BHRtracks""]",4,0,0,2020-03-30,1114983,3.6k,"Track #9908 by Redemption: ""Monkeys Collab 2015 is finally here. Credits to Jefe for hosting a portion of it! Thanks to everyone who participated in this Collab! Enjoy, -Red"""
frhd,708069,The seventh floor by Joel,BHRtracks,"[""BHRtracks""]",14,3,0,2020-03-30,29221,4.2k,Track #998
frhd,708589,Poe Man's Dream (His Vice),BHRtracks,"[""BHRtracks""]",13,1,0,2020-04-01,424276,4.0k,Track #937 by WM
frhd,708594,The Vapaa Factory by Vapaa,BHRtracks,"[""BHRtracks""]",11,0,0,2020-04-01,16740,3.8k,"Track #2573: ""Noticed the first Vapaa Factory wasn't on my account, decided to upload it"""
frhd,708611,Black Hat Humor by WM,BHRtracks,"[""BHRtracks""]",3,0,0,2020-04-01,63185,3.7k,"Track #2095: ""seen pssst's track so i had to make this lolol"""
frhd,708656,Horizon by east,BHRtracks,"[""BHRtracks""]",84,10,0,2020-04-01,517024,13.7k,Track #7187
frhd,708946,sfsfsgdfj by Maple,BHRtracks,"[""BHRtracks""]",60,7,0,2020-04-02,228253,11.6k,Track #13555
frhd,709759,UTAH,StevenLeary,"[""StevenLeary""]",277,23,0,2020-04-07,1364093,22.2k,Things aren't as they appear. Don't always trust what your eyes tell you.
frhd,710721,Dulzura,Holystone,"[""Holystone""]",46,10,0,2020-04-11,92274,5.0k,entry for the 2020 box contest hosted by weem.
frhd,710790,Encased,Fluffysmack,"[""Fluffysmack""]",230,24,0,2020-04-12,305923,29.4k,"Box CE. Yup, I do have a lot of stuff i'm workin on. Don't worry, I promise another Feat. Thanks Weem, for a great contest. Good Luck all! ~Fluffy"
frhd,711385,"Vivre, Pt. 2",Zycerak,"[""Zycerak""]",63,13,0,2020-04-15,274894,6.6k,"there are 5 different teleports that lead you to the end. you can take any path to get to any one of those teleports. there are hundreds of ways to complete the track. i started this track back in feb of 2018 and haven't made progress for >10 months, so i decided to upload it in its current state."
frhd,711969,Bals by Mickey_Mouse_Inc,BHRtracks,"[""BHRtracks""]",18,0,0,2020-04-17,43953,4.4k,"Track #8879: ""3 ways to go. Ghost it multiple times. :)"" [track name had to be changed to have one less L to be uploaded]"
frhd,712245,Devoid,moonoomoo,"[""moonoomoo""]",98,31,0,2020-04-18,573100,12.6k,"Inspired by Coated_Badger and ReallyGood. There are 7 things hidden in the map, I encourage you to look for them. A flower, a telescope, a rock climber, a camping tent, an easel with a painting, a kite tied to a stump, and a Christmas tree. Some are a lot easier to find than others, good luck!"
frhd,713298,Earth Day 2020,P0PC0RN,"[""P0PC0RN""]",547,21,0,2020-04-23,851642,42.2k,NTBF. Was going to finish on my old account but I got locked out. I barely play anymore and figure I'll just release this since it's Earth Day and I don't see myself finishing it. Don't sub. This is gonna be the last track.
frhd,713537,Octopus's Garden,mR..A,"[""mR..A""]",122,17,0,2020-04-24,312672,14.4k,"""i'd like to be under the sea, in an octopus's garden in the shade"" - The Beatles. Box Contest entry, enjoy"
frhd,713541,Calypso,zwinxz,"[""zwinxz""]",231,21,0,2020-04-24,620814,18.4k,death lurks in the deep
frhd,713545,The End,Netsik,"[""Netsik""]",148,13,0,2020-04-24,284735,16.0k,"this is the end, beautiful friend // this is the end, my only friend // the end of our elaborate plans // the end of everything that stands, the end --- box contest 2020"
frhd,713551,Inca,Cynic,"[""Cynic""]",191,14,0,2020-04-24,952717,20.0k,"Dumped into a peaceful gathering, at least that's what we thought it was. Is this the end?"
frhd,713615,Route 130,churro,"[""churro""]",75,4,0,2020-04-24,204544,6.3k,"Oh! Oh my! You can see Mirage Island today! Beautiful brass serenades your journey, Mt. Chimney erupts in the distance, coating the region in terrible, suffocating ashes, and sky pillar is here too! For the 2020 BCE thing."
frhd,716868,A World to Discover by fried,BHRtracks,"[""BHRtracks""]",33,17,0,2020-05-07,761298,7.6k,"Completable version of the track. All original 9 achievements and an added tenth must be obtained to complete the track. The order to complete is either 2,3,1,8,9,7,4,5,6,10 OR 8,9,7,2,3,1,4,5,6,10. Good luck!"
frhd,718472,The Vapaa Factory 2 by Vapaa,BHRtracks,"[""BHRtracks""]",8,2,0,2020-05-13,17566,3.9k,Track #149
frhd,718473,Sulphur Ridge 2 by Vapaa,BHRtracks,"[""BHRtracks""]",20,4,0,2020-05-13,26052,6.1k,Track #145
frhd,719425,clandestine,rationalities,"[""rationalities""]",203,24,0,2020-05-16,785107,21.0k,you can see him creeping in the shadows
frhd,720136,Jam (With butter),SilentFinger,"[""SilentFinger""]",81,9,0,2020-05-19,354411,7.4k,Good on toast I hear.
frhd,721196,Clandestine II ft Ration,Figured,"[""Figured""]",104,20,0,2020-05-23,282265,11.9k,"pt 2, enjoy"
frhd,721816,Mammoth (Revival),mR..A,"[""mR..A""]",122,30,0,2020-05-27,189206,17.4k,"the rollercoaster, reimagined"
frhd,724312,Chronos,NewHola,"[""NewHola""]",192,23,0,2020-06-05,670908,19.7k,"This timeline depicts the greatest achievements of human civilization. Explore wonders from the past, and accomplishments yet to come. Ride through these events until you encounter the inevitable fall of humanity. This is an eli contest entry. Enjoy."
frhd,724470,The Safari,Holystone,"[""Holystone""]",73,11,0,2020-06-06,395887,6.3k,Take an adventure in an abandoned safari park! Be careful! An Eli contest entry
frhd,725471,Notre Dame Burns,Netsik,"[""Netsik""]",135,25,0,2020-06-11,491186,11.2k,transition contest entry
frhd,725622,Subterranean Sky Palace,Coated_Badger,"[""Coated_Badger""]",118,36,0,2020-06-12,548916,12.3k,"Get Pranked, there isn't even a palace. Transition Contest Entry. Travel from the primitive normality of the caves to the Futuristic Fantasy that is the floating Islands."
frhd,725866,Desperation Part II,deadrising2,"[""deadrising2""]",170,28,0,2020-06-13,7566143,20.7k,"I didn't think we'd end up like this, I wanted to be with you forever but maybe it's not for the best because we're hurting each other. Theme of  Venice. Thank you to Stig and Armain for helping me out."
frhd,725944,Oblivion II ft. Nitrogeneric,TeamPhantom,"[""TeamPhantom""]",181,20,0,2020-06-14,4308580,22.3k,"Behind every creature, person, city, kingdom, realm, and world, there is always a story. A story to learn, to remember, and to treasure until the end of time. | Collaboration with Nitrogeneric."
frhd,726080,Hyrulian plains TCE,G-raffe,"[""G-raffe""]",89,13,0,2020-06-15,360230,8.2k,Inspired by BoTW.
frhd,726656,sleep paralysis,churro,"[""churro""]",146,24,0,2020-06-18,769270,25.7k,tce!!!
frhd,726859,Computer,Seasnails,"[""Seasnails""]",303,16,0,2020-06-19,142296,17.7k,"This track simulates a computer. Zoom out and click to dislocate camera, once the input has been entered, for the best viewing experience in my opinion."
frhd,727034,This Can't Be Real Life,mR..A,"[""mR..A""]",253,28,0,2020-06-21,2804578,28.7k,"2020 community collab, the big sequel. here it is after combining and blending all the codes together. huge thanks to everyone involved, zwinxz, odezi, eryp, newhola, mudkip, cky, zgolex, dblu, coager, max, labib, netsik, polygon, tp, apoc, brendanmagill. enjoy!"
frhd,729825,Selina's Refill Island,Coated_Badger,"[""Coated_Badger""]",120,19,0,2020-07-15,85632,10.5k,land onto Selina's Island to refill your flying ship with all the oil it needs. LCE
frhd,729954,Time Warp (ft.WyattStonhouse.,TallTexan,"[""TallTexan""]",372,17,0,2020-07-16,2243390,29.1k,"Travel from the western era, to the future. A collab with WyattStonhouse & TallTexan."
frhd,730436,2020 Ghosting Collab,Eryp,"[""Eryp""]",120,23,0,2020-07-20,1242104,13.7k,thanks to all who participated. good luck
frhd,732809,Tundra,Eryp,"[""Eryp""]",181,19,0,2020-08-09,668851,23.2k,"a vast, icy wilderness. with spruce, ishu, and netsik"
frhd,733058,Hydra,Coated_Badger,"[""Coated_Badger""]",208,20,0,2020-08-11,655283,28.2k,"Enter the abandoned, crumbling castle in search of treasures, though beware of the dragon that has taken a liking to it. Thanks to HolyStone for drawing the dragon, wouldn't have been able to do it without him."
frhd,734998,splash,KorreKt_17,"[""KorreKt_17""]",147,12,0,2020-08-24,477113,18.5k,"did u like these waves ? it's pretty sunny today right , let's have some fun , frhd mixtape 07/08 2020"
frhd,735496,Tropisms,mtt2,"[""mtt2""]",308,25,0,2020-08-26,5536823,30.0k,8.26.2020 \\ collab with xwinx
frhd,735746,Crash!,Holystone,"[""Holystone""]",45,8,0,2020-08-27,253642,5.4k,started this track because quarantine was getting super boring and also school has started.
frhd,737010,Crested Butte,deadrising2,"[""deadrising2""]",115,24,0,2020-09-03,1273723,19.3k,"10 years since Gary was trialed for murder of his brother, Gary returns to  his hometown of Crested Butte, Colorado where he repents his sins to kill his brother.  This is the Ghosting Battle Contest 2 Round 10 track"
frhd,738164,Adventura,DblU,"[""DblU""]",156,33,0,2020-09-09,145754,29.7k,Worked together with enough bad collab partners. MikeWi is the real one.
frhd,739741,SLD Dirt Factory 2020,goofyinc,"[""goofyinc""]",195,31,0,2020-09-16,524768,24.5k,"Welcome to the Dirt Factory! In here everything is about keeping that special bar filled up. Rip through the dirt with your BMX or MTB, the choice is yours to make! Featuring two buildings filled with Dirt Jumps and Fourcross tracks for your hearts contempt. Enjoy."
frhd,745191,Ethereal,Fluffysmack,"[""Fluffysmack""]",369,28,0,2020-10-06,887168,33.1k,"""extremely delicate and light in a way that seems too perfect for this world.""____ Rip Worlds Collab. It was originally me and a whole bunch of other amazing authors. Turned out to be just me. Oh well.... Enjoy ~Fluffy"
frhd,748615,Dream Lantern,Eryp,"[""Eryp""]",194,19,0,2020-10-17,104905,18.3k,mwc entry. 'your name' theme
frhd,752628,Somebody's Watching Me,Holystone,"[""Holystone""]",128,18,0,2020-10-30,946704,16.7k,I always feel like somebody's watchin' me And I have no privacy I always feel like somebody's watchin' me Who's playing tricks on me? | Poster Contest 2020 entry | 9/21/20 - 10/30/20 | dedicated to kevin cash.
frhd,752839,South Dakota,StevenLeary,"[""StevenLeary""]",196,31,0,2020-10-31,1570785,21.7k,a ride back through time and the Native American ways of life...  And we called them Savages?  They already knew what Christianity may Never figure out.  We were Wrong!
frhd,754786,Ajaokuta,Netsik,"[""Netsik""]",165,19,0,2020-11-05,283129,23.9k,a poster contest entry
frhd,755402,Forsaken Sinkhole,Coated_Badger,"[""Coated_Badger""]",118,44,0,2020-11-07,690292,15.0k,Ride down the dangerous cliffs of a small town devoured by a sinkhole and discover the left over remnants of the people that used to live there. PCE.
frhd,755529,Skydust,LabibZaydandy,"[""LabibZaydandy""]",130,26,0,2020-11-08,842489,22.5k,Skydust for 2020 FRHD Poster Contest
frhd,755617,Ostoria,Foundations,"[""Foundations""]",164,20,0,2020-11-08,846841,27.6k,PCE - Discover the language of the Giants in the remains of their long abandoned home - Ostoria
frhd,757002,mashed peas,churro,"[""churro""]",177,22,0,2020-11-12,239547,21.5k,pce baybe
frhd,762712,Degenerate,moonoomoo,"[""moonoomoo""]",80,14,0,2020-11-28,1032501,7.5k,"CCE, won't post on MNM.v2 for some reason?"
frhd,763456,Backtrack,dantexpress,"[""dantexpress""]",95,18,0,2020-12-01,91859,11.9k,I have no idea what I am doing. RC9R1.
frhd,764918,Potemkin Town,RideOn,"[""RideOn""]",261,22,0,2020-12-03,997828,28.9k,Welcome to the lovely mountain town of Hawthorne! Nothing to hide here! Nothing at all! After a 3 year hiatus from this game I've decided to give it another go after being trapped inside for quarantine. I hope you all enjoy playing the track as much as I enjoyed making it! Ill be making more soon!
frhd,765578,afternoon in osaka,MyrraWolf,"[""MyrraWolf""]",137,23,0,2020-12-04,1067029,12.8k,I hope you guys enjoy! <33
frhd,765705,The Antigravity Area,Coated_Badger,"[""Coated_Badger""]",229,20,0,2020-12-05,162366,16.1k,You're in an area without gravity. There seems to be a ton of random stuff to see as you ride around. rc9r1.
frhd,766479,αποφεύγεται,SilentFinger,"[""SilentFinger""]",140,10,0,2020-12-08,788245,10.3k,"RemIX Contest Round 1 Entry. A load of fun to make, one of my best tracks so far, hope you guys enjoy."
frhd,768079,Wirrwarr,zwinxz,"[""zwinxz""]",187,12,0,2020-12-10,1249618,22.8k,Remix Contest 9 Round 1 Entry
